id,kind,lat,lng,r
215602,1,23.5165345,120.3899395,2880
215603,1,23.4635950,120.3904800,17660
769700,1,24.2650550,120.6207000,6149
769701,1,24.2099738,120.6242570,2884
769702,1,24.3201371,120.6171769,2884
769703,1,24.2650500,120.6206300,17955
31502,0,25.0398920,121.5119970,292
756400,1,25.0836950,121.2297190,6148
756401,1,25.0713150,121.2368135,6007
756402,1,25.1184520,121.2736060,2895
756403,1,25.0489285,121.1858355,2895
756404,1,25.1051595,121.2795285,2895
756405,1,25.0374605,121.1941020,2895
756406,1,25.0712850,121.2368800,17788
756407,1,25.0836650,121.2297850,17934
760800,1,25.0695850,121.5525300,5656
760801,1,25.0676902,121.6080774,2898
760802,1,25.0714777,121.4969564,2898
760803,1,25.0695050,121.5525800,17389
960003726,1,25.0395833,121.5131945,1180
162500,1,28.5137334,121.4129610,13778
162501,1,28.6112329,121.4453765,13775
800900,1,27.8527505,120.8328481,14442
800901,1,27.9604701,120.8707342,14239
903000,1,29.2880091,120.0241288,14031
903001,1,29.3928172,120.0389738,13695
141300,1,30.1857287,120.3874956,14866
141301,1,30.2693051,120.4300005,19628
420800,1,29.8501857,121.4026507,14512
420801,1,29.8031456,121.5189609,14516
960003651,1,30.7044463,120.6247254,4330
960003653,1,30.6944629,120.7214824,4408
960003650,1,30.7214096,120.5943968,1793
960003652,1,30.6980238,120.6734100,5346
807900,1,31.4489966,120.4217734,14286
807901,1,31.5484520,120.4406668,14285
827300,1,31.1966433,121.3125706,18878
827301,1,31.1541479,121.3591211,14238
40045152,1,31.2309665,121.4314088,647
40000128,1,31.2310019,121.4701794,544
40000122,1,31.2042121,121.4365253,460
437300,1,32.0316647,121.0024507,14422
437301,1,32.1158070,120.9596987,14374
960003505,1,31.5092952,121.0746296,114
960003506,1,31.5135644,121.1022458,89
960003504,1,31.5113229,121.0723163,53
912100,1,33.4767504,120.2337925,14541
912101,1,33.3750001,120.1719918,14561
3256800,1,37.7098419,121.0161278,14840
3256801,1,37.6101279,120.9421288,14644
61400,1,38.9575912,121.4823622,14258
61401,1,38.9749025,121.5976149,13956
269400,1,40.8714256,121.2523268,13980
269401,1,40.9871941,121.3027449,14120
180600,1,41.4991681,120.4768758,13552
180601,1,41.5850149,120.3897510,13470
737200,1,43.5076716,122.1919593,13783
737201,1,43.6060609,122.2070476,13784
146900,1,46.1786544,122.0699789,14060
146901,1,46.2246667,121.9274336,14102
156400,1,29.9771133,122.3340402,14237
156401,1,29.8911894,122.3909354,14237
791300,1,37.2356143,122.2393034,14088
791301,1,37.1362031,122.2208522,14088
52700,1,39.9824937,124.3049037,13810
52701,1,40.0683729,124.2659215,13693
3336500,1,40.4919860,122.3375074,14051
3336501,1,40.5929838,122.3816656,14005
3278300,1,39.2244087,122.7193136,13503
3278301,1,39.3089395,122.6140977,13506
827700,1,41.5900280,123.4377481,14800
827701,1,41.6857235,123.5266781,15026
110300,1,41.1552489,122.8549494,13503
110301,1,41.0580646,122.8486431,13409
960001572,0,41.8343586,123.4279259,500
960001594,0,41.7778392,123.4017928,500
3320600,1,45.4582781,122.9654927,14348
3320601,1,45.5516733,123.0750196,14266
417700,1,47.2816580,123.8561035,13994
417701,1,47.1991849,123.9772076,13912
3320400,1,47.9135187,122.7679474,13404
3320401,1,47.8198029,122.7698032,13387
263100,1,50.4141587,124.0768212,13486
263101,1,50.3283324,124.1614385,13789
450900,1,52.9488733,122.3404285,14255
450901,1,52.8860278,122.5019906,14311
40002548,1,40.1196499,124.4355501,18720
3356500,1,41.9985351,125.6998242,14217
3356501,1,42.0997744,125.7671315,14220
179300,1,43.9492037,125.6381095,14910
179301,1,44.0449016,125.7334402,14840
960001558,0,43.8943539,125.3158347,500
3151400,1,45.6403638,126.2509076,19674
3151401,1,45.5728892,126.2238049,19988
69300,1,46.7924993,125.0769559,14347
69301,1,46.7108430,125.1971939,14153
4000256200,1,48.4805718,126.1927540,14166
4000256201,1,48.4014924,126.0649591,14177
415200,1,42.0224085,127.6156397,13547
415201,1,42.1117389,127.5909469,13739
960001595,0,45.7583784,126.6454782,500
960001573,0,45.7401416,126.6558798,500
139200,1,50.1316689,127.3739664,14067
139201,1,50.2133347,127.2443611,14236
911000,1,42.8549893,129.3941839,13739
911001,1,42.9093364,129.5108512,13761
628600,1,44.5762807,129.5914920,13900
628601,1,44.4678528,129.5491013,14039
3277700,1,47.7556746,128.9478971,13222
3277701,1,47.7481825,129.0903696,13146
4004770900,1,44.4339008,130.9141027,14232
4004770901,1,44.4741194,130.7728733,14234
268300,1,46.7967096,130.4166638,14392
268301,1,46.8915574,130.5133209,14474
3277000,1,45.3022101,131.1219655,13446
3277001,1,45.2841927,131.2646566,13461
960003078,1,47.0938409,132.6718422,7120
3320800,1,48.1483449,134.3118992,14612
3320801,1,48.2449246,134.4155973,14334
960003080,1,47.1400811,132.6473657,6239
960003079,1,47.1011818,132.6448881,5238
